fid,full_id,osm_id,osm_type,building,clothes,sells:newspaper,toilets:num_chambers,toilets:handwashing,toilets:access,brewery,theatre:type,generator:place,bench,generator:type,generator:output:electricity,generator:method,diet:local,plant:source,plant:output:electricity,plant:method,abandoned:amenity,automated,service:bicycle:retail,service:bicycle:repair,short_name,second_hand,attraction,grades,material,drinking_water,loc_name,recycling_type,recycling:waste,recycling:organic,recycling:glass,contact:street,contact:postcode,contact:housenumber,contact:city,ruined,residential,mobile,shower,club,name:da,phone_1,phone:mobile,contact:youtube,contact:whatsapp,contact:twitter,contact:linkedin,contact:flickr,ice_cream,payment:bancomat,network,museum,content,service:vehicle:inspection,highway,seamark:type,building:levels:underground,building:flats,payment:contactless,payment:american_express,name:nap,drink:espresso,beds,bus,roof:orientation,location,payment:notes,payment:coins,description:it,water,natural,public_transport,ferry,author,social_facility:for,roof:material,building:colour,disused:cuisine,diet:vegetarian,diet:mediterranean,diet:gluten_free,construction,internet_access:ssid,bar,alt_name_1,addr:state,addr:hamlet,building_1,craft,image,townhall:type,name:fr,building:part,name:bg,branch,ref:vatin,product,industrial,cocktails,operator:type,healthcare:speciality,social_facility,compressed_air,observatory:type,charge,contact:website,contact:mobile,drive_through,dispensing,isced:level,roof:height,roof:colour,military,addr:province,ristorante,holiday,old_name,roof,rooms,reservation,nohousenumber,addr:unit,guest_house,substation,service_times,name:signed,barrier,self_service,fuel:octane_95,fuel:diesel,payment:visa,payment:mastercard,restaurant,abandoned,capacity:disabled,covered,fax,url,stars,smoking,internet_access:fee,shelter_type,disused:amenity,year_of_construction,landuse,surface,government,power,generator:source,official_name,payment:debit_cards,building:use,animal_shelter:adoption,animal_shelter,disused:railway,disused,source:date,ref:mise,addr:interpolation,diocese,office,atm,ruin_type,name:es,name:el,historic:period,description:en,description:de,archaeological_site,alt_name:it,alt_name:es,alt_name:en,alt_name:de,tower:type,tower:construction,defensive,opening_hours:signed,check_date:opening_hours,wikipedia:pl,castle_type,toilets,changing_table,operator:wikipedia,operator:wikidata,operator:short,name:etymology:wikidata,takeaway,outdoor_seating,indoor_seating,brand:wikipedia,brand:wikidata,brand,cuisine,ref,contact:instagram,check_date,internet_access,level,sport,contact:facebook,operator,aeroway,railway,historic:civilization,wikimedia_commons,name:it,name:en,name:de,ruins,roof:levels,description,stroller,shop,payment:credit_cards,payment:cash,air_conditioning,start_date,community:gender,healthcare,emergency,addr:housename,roof:shape,contact:phone,contact:email,building:parts,importance,alt_name,wheelchair,addr:place,addr:country,layer,man_made,height,building:levels,email,leisure,architect,supervised,parking,fee,capacity,access,ele,tourism,information,whc:inscription_date,ref:whc,phone,opening_hours,historic,heritage:operator,heritage,addr:street,addr:postcode,addr:housenumber,addr:city,website,wikipedia,wikidata,type,religion,name,denomination,amenity,pendenza,attraversamenti,fermate,rampe,HubName,dist_ospedale,attraversamenti_norm,fermate_norm,rampe_norm,pendenza_norm,dist_ospedale_norm,IAU,scuole,supermercati,farmacie,parchi,IAU_famiglie,IAU_anziani,wheelchair_norm,IAU_disabili
11784,w239562553,"239562553",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7984504699707,,,,"124",749.410231671248,0,0,0,0.92446166144477,0.955906670294702,0.378278332833159,,,,3,0.292446166144477,0.526073666347894,0,0.278910748875928
11785,w239562554,"239562554",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7984504699707,,,,"124",756.881256073439,0,0,0,0.92446166144477,0.955467094841525,0.378212396515183,,,,3,0.292446166144477,0.525985751257259,0,0.278888770103269
11786,w239562555,"239562555",way,apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05181932449341,2,,,"124",664.874892281446,1,0,0,0.966090896394518,0.960880507632299,0.487350255423748,,,,3,0.396609089639452,0.535394280805363,0,0.389566749480244
11787,w239563287,"239563287",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.47858572006226,,,,"124",805.906660220573,0,0,0,0.916904603110419,0.952582568826749,0.376268305946096,,,,3,0.291690460311042,0.523897434387434,0,0.276855279218942
11788,w239563288,"239563288",way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95153760910034,,,,"124",838.229424958497,0,0,0,0.944982915454441,0.950680782245323,0.381598700427687,,,,2,0.294498291545444,0.529132739539953,0,0.283779767975876
11789,w239563289,"239563289",way,apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,flat,,,,,,,,,,,,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.08641958236694,1,,,"124",880.417849570308,1,0,0,0.932373115751478,0.948198526149076,0.478704402072657,,,,1,0.393237311575148,0.526114328380111,0,0.380503205245323
11790,w239563290,"239563290",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.00563335418701,,,,"124",906.144948297474,0,0,0,0.922159629397922,0.946684811232203,0.376434647564415,,,,1,0.292215962939792,0.523768888126025,0,0.277874147911091
11791,w239563291,"239563291",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.63877058029175,,,,"124",888.302190685596,0,0,0,0.915124771330092,0.947734632226077,0.37518514909993,,,,1,0.291512477133009,0.522571880711234,0,0.276167924443827
11792,w239563316,"239563316",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q565594,Eni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,Eni,,fuel,4.12308406829834,,,,"124",931.200450326065,0,0,0,0.954187954796685,0.945210611301126,0.482619182654506,,,,1,0.295418795479669,0.529879713219562,1,0.585807519264228
11793,w239563394,"239563394",way,apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,flat,,,,,,,,,,,,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.14555764198303,1,,,"124",986.528282316702,1,0,0,0.965049359533522,0.941955266985367,0.484303161954509,,,,1,0.396504935953352,0.531400925303778,0,0.388360103232649
11794,w239563534,"239563534",way,apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4135308265686,,,,"124",860.900431120382,0,0,0,0.973182990815904,0.949346879788163,0.387038630131405,,,,4,0.29731829908159,0.534505974120814,0,0.290763091693384
11795,w239563535,"239563535",way,apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75136041641235,,,,"124",890.567647539513,0,0,0,0.969429328706529,0.947601338695016,0.386026066545558,,,,4,0.296942932870653,0.533406133480309,0,0.289737399111383
11796,w239563536,"239563536",way,apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.81274795532227,,,,"124",916.40777931928,0,0,0,0.957636133829753,0.946080973210209,0.383439372747482,,,,3,0.295763613382975,0.530743421407992,0,0.286713082117949
11797,w239563554,"239563554",way,apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.70712876319885,,,,"124",942.554960267293,0,0,0,0.981031902631124,0.944542541758808,0.387887761790046,,,,2,0.298103190263112,0.535114888877986,0,0.292485102745721
11798,w239563733,"239563733",way,apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.26121139526367,,,,"124",968.580694045361,0,0,0,0.952653206719293,0.943011255939906,0.381982329734844,,,,2,0.295265320671929,0.52913289253184,0,0.285313864476818
11799,w239564389,"239564389",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.73500442504883,,,,"124",962.92179519413,0,0,0,0.925166617499457,0.943344210685212,0.376534955102673,,,,4,0.292516661749946,0.523702165636934,0,0.278458864909125
11800,w239564390,"239564390",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.14555764198303,,,,"124",913.328426528356,0,0,0,0.965049359533522,0.946262154240506,0.38494919504278,,,,5,0.296504935953352,0.532262302754806,0,0.288575447595406
11801,w239564391,"239564391",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4135308265686,1,,,"124",855.008882401078,1,0,0,0.973182990815904,0.949693523040652,0.487090626619279,,,,5,0.39731829908159,0.534575302771311,0,0.390780423856009
11802,w239564392,"239564392",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.10821342468262,2,,,"124",1010.73259287608,1,0,0,0.909908739725749,0.940531148924683,0.473061420283852,,,,2,0.390990873972575,0.520087977730086,0,0.374503742377671
11803,w239564394,"239564394",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.90848684310913,,,,"124",1004.8650312676,0,0,0,0.978794590632121,0.940876380838574,0.38689037525221,,,,2,0.297879459063212,0.533934194294139,0,0.291742466699959
11804,w239564395,"239564395",way,apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.08641958236694,2,,,"124",997.169676523221,1,0,0,0.932373115751478,0.941329155299881,0.477673996445278,,,,1,0.393237311575148,0.524740454210272,0,0.380159736702864
11805,w239564724,"239564724",way,apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4535071849823,,,,"124",1101.89646554509,0,0,0,0.961627697944641,0.935167306098782,0.432600635503746,,,1,1,0.296162769794464,0.679359000808685,0,0.287165289791099
11806,w239564725,"239564725",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.37647378444672,,,,"124",1040.07422975462,0,0,0,0.984705846839481,0.93880476407657,0.437761883979382,,,1,1,0.298470584683948,0.68470212218321,0,0.293116699913699
11807,w239564726,"239564726",way,apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32136249542236,,,,"124",1059.2272348588,0,0,0,0.974207083384196,0.937677851561615,0.435493094411081,,,1,1,0.29742070833842,0.682376986989162,0,0.29043566342413
11808,w239565092,"239565092",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75528740882874,,,,"124",880.711281558809,0,0,0,0.958274584346347,0.948181261381572,0.383882106076505,,,,14,0.295827458434635,0.531291169145584,0,0.286977709155665
11809,w239565093,"239565093",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55974674224854,,,,"124",880.285920007032,0,0,0,0.971558369530572,0.948206288538066,0.386542617186824,,,,11,0.297155836953057,0.533952931613728,0,0.290299906809546
11810,w239565094,"239565094",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14536321163177,,,,"124",853.772275851237,0,0,0,0.98727374209298,0.949766281722097,0.389919690676911,,,,14,0.298727374209298,0.537408004763015,0,0.29430674960935
11811,w239565095,"239565095",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.381832927465439,,,,"124",843.813804699678,0,0,0,0.995757411917051,0.950352212008727,0.391704314184719,,,,14,0.299575741191705,0.539221924785156,0,0.296456963579699
11812,w239565134,"239565134",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.77764868736267,,,,"124",911.622639410492,0,0,0,0.969137236807081,0.946362518274271,0.385781825102557,,,,14,0.296913723680708,0.533099951016271,0,0.289602435115484
11813,w239565293,"239565293",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.17941188812256,,,,"124",932.105522348808,0,0,0,0.942450979020861,0.94515735924048,0.380263799690244,,,,14,0.294245097902086,0.527521667652268,0,0.282870612717239
11814,w239565294,"239565294",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.075523853302,,,,"124",935.758769198741,0,0,0,0.965827512741089,0.944942411791084,0.38490686431688,,,,14,0.296582751274109,0.532153984906435,0,0.288703998774826
11815,w239565548,"239565548",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22536277770996,,,,"124",1034.758799917,0,0,0,0.975273746914334,0.939117510007237,0.385922375883952,,,,11,0.297527374691433,0.532878251384314,0,0.290774312228945
11816,w239565549,"239565549",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.90848684310913,,,,"124",1030.48659270592,0,0,0,0.978794590632121,0.939368875458583,0.386664249445212,,,,14,0.297879459063212,0.533632693218141,0,0.291667091430959
11818,w240245742,"240245742",way,apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57396483421326,,,,"124",1135.3772647118,0,0,0,0.982511501842075,0.933197383813144,0.436481907940387,,,1,1,0.298251150184208,0.683141777131044,0,0.292287744651176
